Section,Measure,Unit,Year,Value
Freshwater resources,Welfare costs of premature mortalities from exposure to residential radon 3,Percentage of GDP,2019,0.17
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2009,76.22
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2010,77.88
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2011,79.56
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2012,81.25
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2013,82.91
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2014,84.49
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2015,86.08
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2016,87.69
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2017,89.3
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2018,89.31
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2019,89.32
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2020,89.33
Access to drinking water and sewage treatment,Population with access to improved drinking water sources 1,Percentage of population,2021,89.35
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2009,36.38
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2010,46.57
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2011,25.31
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2012,44.65
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2013,25.87
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2014,51.41
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2015,49.0
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2016,24.89
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2017,52.03
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2018,30.45
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2019,40.05
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2020,54.1
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2021,51.52
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2022,55.23
Access to drinking water and sewage treatment,Population exposure to hot days 1,Percentage of population,2023,58.03
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2009,0.01
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2010,0.01
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2011,0.24
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2012,0.24
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2013,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2014,0.01
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2015,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2016,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2017,0.01
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2018,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2019,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2020,0.0
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2021,0.01
Access to drinking water and sewage treatment,Population exposure to wildfires 2,Percentage of population,2022,0.02
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2009,15.88
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2010,5.02
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2011,0.42
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2012,0.0
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2013,7.33
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2014,0.1
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2015,9.96
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2016,9.71
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2017,5.68
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2018,6.87
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2019,15.83
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2020,4.77
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2021,10.33
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2022,11.87
Access to drinking water and sewage treatment,Population exposure to icing days 1,Percentage of population,2023,1.77
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2009,0.47
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2010,0.33
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2011,0.38
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2012,0.46
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2013,1.29
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2014,0.28
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2015,0.62
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2016,0.5
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2017,0.48
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2018,0.18
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2019,0.35
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2020,0.23
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2021,0.18
Access to drinking water and sewage treatment,Development of environment-related technologies 3,"Inventions per 1 000 000 inhabitants, Millions",2022,0.03
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2009,21.51
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2010,13.09
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2011,13.45
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2012,19.33
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2013,30.93
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2014,13.95
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2015,23.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2016,23.06
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2017,20.46
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2018,7.21
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2019,19.15
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2020,13.82
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2021,16.41
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of domestic inventions,2022,2.76
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2009,0.02
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2010,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2011,0.02
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2012,0.02
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2013,0.05
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2014,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2015,0.03
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2016,0.02
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2017,0.02
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2018,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2019,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2020,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2021,0.01
Access to drinking water and sewage treatment,Development of environment-related technologies 3,Percentage of environment related worldwide inventions,2022,0.0
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2009,1.75
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2010,1.0
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2011,1.02
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2012,1.48
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2013,2.49
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2014,1.13
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2015,1.92
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2016,1.88
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2017,1.65
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2018,0.58
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2019,1.59
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2020,1.09
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2021,1.35
Access to drinking water and sewage treatment,Relative technological advantage in environment-related technologies 3,Index,2022,0.26
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2009,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2010,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2011,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2012,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2013,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2014,0.67
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2015,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2016,0.67
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2017,0.67
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2018,1.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2019,1.33
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2020,0.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2021,1.0
Access to drinking water and sewage treatment,Green trademarks 1,Registrations,2022,0.0
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2009,4.68
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2010,2.85
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2011,3.15
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2012,3.35
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2013,2.96
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2014,2.97
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2015,2.98
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2016,3.57
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2017,2.74
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2018,3.0
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2019,3.93
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2020,4.99
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2021,2.72
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of GDP,2022,2.69
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2009,17.97
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2010,16.07
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2011,14.84
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2012,15.51
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2013,13.73
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2014,13.99
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2015,16.57
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2016,16.06
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2017,12.84
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2018,14.47
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2019,17.19
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2020,20.49
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2021,11.37
Access to drinking water and sewage treatment,Import trade in environmentally related goods 1,Percentage of imports,2022,10.84
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2009,0.13
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2010,0.09
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2011,0.14
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2012,0.33
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2013,0.14
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2014,0.16
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2015,0.14
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2016,0.2
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2017,0.16
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2018,0.17
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2019,0.29
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2020,0.27
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2021,0.26
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of GDP,2022,0.33
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2009,0.33
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2010,0.23
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2011,0.34
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2012,0.82
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2013,0.43
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2014,0.5
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2015,0.52
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2016,0.8
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2017,0.49
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2018,0.44
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2019,0.81
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2020,0.99
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2021,0.7
Access to drinking water and sewage treatment,Export trade in environmentally related goods 1,Percentage of exports,2022,0.8
Access to drinking water and sewage treatment,Environment-related ODA 1,Percentage of sector-allocable official development assistance,2020,0.08
Access to drinking water and sewage treatment,ODA targeting climate change mitigation 1,Percentage of sector-allocable official development assistance,2020,0.03
Access to drinking water and sewage treatment,ODA targeting climate change adaptation 1,Percentage of sector-allocable official development assistance,2020,0.08
Access to drinking water and sewage treatment,ODA targeting renewable energy sector 1,Percentage of sector-allocable official development assistance,2018,0.0
Access to drinking water and sewage treatment,ODA targeting renewable energy sector 1,Percentage of sector-allocable official development assistance,2019,0.0
Access to drinking water and sewage treatment,ODA targeting renewable energy sector 1,Percentage of sector-allocable official development assistance,2020,0.0
Access to drinking water and sewage treatment,ODA targeting renewable energy sector 1,Percentage of sector-allocable official development assistance,2021,0.0
Access to drinking water and sewage treatment,ODA targeting renewable energy sector 1,Percentage of sector-allocable official development assistance,2022,0.0
Access to drinking water and sewage treatment,ODA targeting water supply and sanitation sector 1,Percentage of sector-allocable official development assistance,2018,0.05
Access to drinking water and sewage treatment,ODA targeting water supply and sanitation sector 1,Percentage of sector-allocable official development assistance,2019,0.05
Access to drinking water and sewage treatment,ODA targeting water supply and sanitation sector 1,Percentage of sector-allocable official development assistance,2020,0.0
Access to drinking water and sewage treatment,ODA targeting water supply and sanitation sector 1,Percentage of sector-allocable official development assistance,2021,0.0
Access to drinking water and sewage treatment,ODA targeting water supply and sanitation sector 1,Percentage of sector-allocable official development assistance,2022,0.12
Access to drinking water and sewage treatment,ODA targeting environmental protection activities 1,Percentage of sector-allocable official development assistance,2018,3.05
Access to drinking water and sewage treatment,ODA targeting environmental protection activities 1,Percentage of sector-allocable official development assistance,2019,2.65
Access to drinking water and sewage treatment,ODA targeting environmental protection activities 1,Percentage of sector-allocable official development assistance,2020,5.51
Access to drinking water and sewage treatment,ODA targeting environmental protection activities 1,Percentage of sector-allocable official development assistance,2021,16.27
Access to drinking water and sewage treatment,ODA targeting environmental protection activities 1,Percentage of sector-allocable official development assistance,2022,0.24
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2013,0.0
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2014,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2015,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2016,0.03
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2017,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2018,0.03
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2019,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2020,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2021,0.03
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2022,0.02
Access to drinking water and sewage treatment,Net ODA provided 1,Percentage of gross national income,2023,0.01
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2009,1.15
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2010,1.05
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2011,0.92
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2012,0.91
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2013,0.9
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2014,0.73
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2015,0.61
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2016,0.67
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2017,0.83
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2018,0.86
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2019,0.88
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2020,0.86
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2021,0.92
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2022,1.02
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of GDP,2023,1.1
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2009,5.43
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2010,4.42
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2011,3.6
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2012,3.83
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2013,4.01
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2014,3.46
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2015,3.95
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2016,4.5
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2017,5.17
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2018,5.06
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2019,5.27
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2020,6.1
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2021,5.92
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2022,5.15
Access to drinking water and sewage treatment,Environment related tax revenue 2,Percentage of tax revenue,2023,5.66
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2009,10.48
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2010,9.15
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2011,8.0
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2012,7.97
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2013,7.41
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2014,8.73
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2015,10.45
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2016,13.33
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2017,12.93
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2018,12.72
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2019,11.75
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2020,21.05
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2021,18.2
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2022,30.98
Access to drinking water and sewage treatment,Energy related tax revenue 2,Percentage of environment related tax revenue,2023,31.29
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2009,10.63
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2010,12.27
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2011,12.35
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2012,12.11
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2013,12.35
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2014,14.94
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2015,17.22
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2016,14.86
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2017,13.33
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2018,12.66
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2019,11.96
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2020,9.84
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2021,9.46
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2022,7.74
Access to drinking water and sewage treatment,Road transport related tax revenue 2,Percentage of environment related tax revenue,2023,6.85
Access to drinking water and sewage treatment,Petrol tax rate 1,"US dollars per litre, PPP converted, 2020",2011,0.0
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2009,1.47
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2010,1.49
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2011,1.73
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2012,1.92
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2013,1.84
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2014,1.81
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2015,1.58
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2016,1.45
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2017,1.52
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2018,1.58
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2019,1.44
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2020,1.37
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2021,1.41
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2022,1.33
Access to drinking water and sewage treatment,Petrol end-user price 1,"US dollars per litre, PPP converted, 2020",2023,1.28
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2009,0.15
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2010,0.15
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2011,0.14
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2012,0.14
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2013,0.14
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2014,0.14
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2015,0.13
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2016,0.12
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2017,0.11
Access to drinking water and sewage treatment,Residential electricity price 1,"US dollars per kilowatt hour, PPP converted, 2020",2018,0.11
